objname,count,gaze_coordx,gaze_coordy,gaze_coordz,minboundx,minboundy,minboundz,maxboundx,maxboundy,maxboundz,timestamp
1XtC_MuVf1wBP2klLVvfat,1,(-3.0, -1.5, 9.9),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:49 PM
09YPv4$b1CdgqALY37tPwx,1,(-3.0, -1.5, 9.9),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:49 PM
3zbXr_lBv5jgOEo802_LGZ,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
1eu4XPbTzBchVWRGaY34Ai,5,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
0PfeWE7Aj7GBHCsLa672r6,6,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
2lWrGK6Aj43QEHo8Gwf54I,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
2BV8ty4rH4pOWhxXNZufdA,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
3mbCds5Oz1HAYLWvM_Nrve,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
3mbCds5Oz1HAYLWvM_NruE,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
0Tvs4M7R97jQCgozPunvhD,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
2lrUU8Tqz92AICLQu1TLwU,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
2RMpgrzej4Lg$r4DshTPL4,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
1XtC_MuVf1wBP2klLVvfat,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
09YPv4$b1CdgqALY37tPwx,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
1PN2e_A5LD5PkXFWjX4xZA,1,(-2.9, -1.5, 9.7),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:49 PM
3zbXr_lBv5jgOEo802_LGZ,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
1eu4XPbTzBchVWRGaY34Ai,5,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
0PfeWE7Aj7GBHCsLa672r6,6,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
2lWrGK6Aj43QEHo8Gwf54I,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
2BV8ty4rH4pOWhxXNZufdA,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
3mbCds5Oz1HAYLWvM_Nrve,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
3mbCds5Oz1HAYLWvM_NruE,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
0Tvs4M7R97jQCgozPunvhD,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
2lrUU8Tqz92AICLQu1TLwU,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
2RMpgrzej4Lg$r4DshTPL4,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
1XtC_MuVf1wBP2klLVvfat,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
09YPv4$b1CdgqALY37tPwx,2,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
1PN2e_A5LD5PkXFWjX4xZA,1,(-3.2, -1.3, 9.3),(-4.2, -1.9, 8.0),(-3.0, -1.3, 10.0),4/19/2022 11:50:51 PM
3zbXr_lBv5jgOEo802_LGZ,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
1eu4XPbTzBchVWRGaY34Ai,5,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
0PfeWE7Aj7GBHCsLa672r6,6,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
2lWrGK6Aj43QEHo8Gwf54I,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
2BV8ty4rH4pOWhxXNZufdA,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
3mbCds5Oz1HAYLWvM_Nrve,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
3mbCds5Oz1HAYLWvM_NruE,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
0Tvs4M7R97jQCgozPunvhD,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
2lrUU8Tqz92AICLQu1TLwU,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
2RMpgrzej4Lg$r4DshTPL4,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
1XtC_MuVf1wBP2klLVvfat,1,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
09YPv4$b1CdgqALY37tPwx,2,(-3.2, -1.3, 9.3),(-4.0, -1.9, 7.9),(-2.9, -1.3, 9.9),4/19/2022 11:50:51 PM
